NEST_ID,HATCHING EXPOSURE,FLEDGING EXPOSURE,Year_Nest,Date_FirstMarked,NestMarker,WaypointCode,Elevation_metres,Latitude_WGS84,Longitude_WGS84,ASTRODOS_UTM_E,ASTRODOS_UTM_N,TYPE,PARENT 1m,PARENT 2f,PARENT3,SEASON,HATCHED,fledged,failed,cause of failure,nested before,tracked?
MASPE_2019_C62S,31,10,2019,24/05/2019,62S,ANC62S,70.82852,-15.97068766,-5.771770994,,,MANMADE,BT69068,BT69149,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C78S,14,0,2018,31/05/2018,78S,ANC78S,72.85615,-15.97067982,-5.771636974,,,MANMADE,BT69480,BT69164,,COOL,,,TRUE,,,FALSE
MASPE_2017_C69S,29,0,2017,13/07/2017,69S,ANC69S,72.5768885,-15.97069689,-5.77166887,,,MANMADE,BT69068,BT69165,,COOL,,,TRUE,,,
MASPE_2018_C69S,41.5,0,2018,31/05/2018,69S,ANC69S,72.5768885,-15.97069689,-5.77166887,,,MANMADE,BT69156,BT69165,,COOL,,,TRUE,,,FALSE
MASPE_2018_C95S2,51,0,2018,02/08/2018,95S,ANC95S,75.265594,-15.97070944,-5.771726772,,,MANMADE,BT69174,BT69175,,COOL,,,TRUE,,,FALSE
MASPE_2017_H12R,87.5,0,2017,28/11/2017,12R,ANC12R,42.4154,-15.97041068,-5.77287906,,,MANMADE,BT69125,BT69185,,HOT,,,TRUE,,,FALSE
MASPE_2018_H12R,31.5,24.5,2018,19/11/2018,12R,ANC12R,42.4154,-15.97041068,-5.77287906,,,MANMADE,BT69125,BT69185,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2017_H08R,30,57.5,2017,28/11/2017,8R,ANC8R,42.0464,-15.970422,-5.772872,,,MANMADE,BT69124,BT69186,BT54779,HOT,TRUE,,TRUE,,,TRUE
MASPE_2018_H08R,24.5,65.5,2018,26/11/2018,8R,ANC8R,42.0464,-15.970422,-5.772872,,,MANMADE,,BT69186,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2017_H03C,28.5,59,2017,28/11/2017,3C,ANC3C,52.6063,-15.97033262,-5.77242076,,,MANMADE,BT69188,BT69189,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2017_H12S,19,68.5,2017,28/11/2017,12S,ANC12S,74.815,-15.97069361,-5.771765377,,,MANMADE,BT69071,BT69193,,HOT,TRUE,TRUE,,,,TRUE
MASPE_2018_H12S,29.75,8.75,2018,12/11/2018,12S,ANC12S,74.815,-15.97069361,-5.771765377,,,MANMADE,BT69071,BT69193,,HOT,TRUE,,TRUE,,,TRUE
MASPE_2018_H72S,24.5,0,2018,26/11/2018,72S,ANC72S,74.3434299,-15.97069913,-5.771570384,,,MANMADE,BT69421,BT69194,,HOT,,,TRUE,,,FALSE
MASPE_2017_H15R,85.5,0,2017,30/11/2017,15R,ANC15R,42.4851,-15.97041273,-5.772878357,,,MANMADE,BT62121,BT69235,,HOT,,,TRUE,,,FALSE
MASPE_2017_H84S,77.5,0,2017,08/12/2017,84S,ANC84S,71.221184,-15.97075614,-5.771647539,,,MANMADE,BT69274,BT69238,,HOT,,,TRUE,,,FALSE
MASPE_2018_H84S,51,0,2018,26/11/2018,84S,ANC84S,71.221184,-15.97075614,-5.771647539,,,MANMADE,BT69274,BT69238,,HOT,,,TRUE,,,FALSE
MASPE_2017_H04R,87.5,0,2017,02/12/2017,4R,ANC4R,44.4009,-15.97033026,-5.772785315,,,MANMADE,BT61021,BT69272,BT69412,HOT,,,TRUE,,,FALSE
MASPE_2018_H02S,24.5,66,2018,26/11/2018,2S,ANC2S,73.4862,-15.97069526,-5.77168915,,,MANMADE,BT68587,BT69293,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2017_H02S,85.5,0,2017,30/11/2017,2S,ANC2S,73.4862,-15.97069526,-5.77168915,,,MANMADE,BT68658,BT69293,,HOT,,,TRUE,,,FALSE
MASPE_2017_H21R,75.5,0,2017,08/12/2017,21R,ANC20R,42.2027,-15.97042032,-5.772881489,,,MANMADE,BT67516,BT69345,BT69346,HOT,,,TRUE,,,FALSE
MASPE_2018_H21R,38.5,24.5,2018,12/11/2018,21R,ANC21R,35,-15.97041607,-5.772869816,,,MANMADE,BT67516,BT69345,BT69538,HOT,TRUE,,TRUE,,,FALSE
MASPE_2017_H14R,75.5,0,2017,10/12/2017,14R,ANC14R,43.4422,-15.97041379,-5.77287479,,,MANMADE,BT62647,BT69411,,HOT,,,UNKNOWN,,,FALSE
MASPE_2018_H14R,16,0,2018,07/01/2019,14R,ANC14R,43.4422,-15.97041379,-5.77287479,,,MANMADE,BT62647,BT69411,,HOT,,,TRUE,,,FALSE
MASPE_2018_H04R,40,10.5,2018,03/12/2018,4R,ANC4R,44.4009,-15.97033026,-5.772785315,,,MANMADE,BT61021,BT69412,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2018_H52S,9,39.5,2018,07/01/2019,52S,ANC52S,78.625443,-15.97067954,-5.771740497,,,MANMADE,BT54923,BT69413,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2018_H06S,15,33.5,2018,07/01/2019,6S,ANC6S,74.4741,-15.97067447,-5.771731487,,,MANMADE,BT67699,BT69414,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2018_H80S,36,47.5,2018,03/12/2018,80S,ANC80S,63.768867,-15.97074792,-5.771653788,,,MANMADE,BT69542,BT69416,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2018_H67S,17.5,66,2018,03/12/2018,67S,ANC67S,71.900045,-15.9707148,-5.771754766,,,MANMADE,BT68485,BT69420,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2019_C60S,38,0,2019,27/05/2019,60S,ANC60S,71.414619,-15.97070529,-5.77170916,,,MANMADE,BT69494,BT69481,,COOL,,,TRUE,,,FALSE
MASPE_2019_C99S,1.5,44.5,2019,15/05/2019,99S,ANC99S,74.6698,-15.970708,-5.771721,,,MANMADE,BT69507,BT69483,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C96S,18,0,2018,31/05/2018,96S,ANC96S,75.292412,-15.97070799,-5.771731969,,,MANMADE,BT69497,BT69484,,COOL,,,TRUE,,,FALSE
MASPE_2019_C96S,48,0,2019,17/05/2019,96S,ANC96S,75.292412,-15.97070799,-5.771731969,,,MANMADE,BT69497,BT69484,,COOL,,,TRUE,,,TRUE
MASPE_2018_C11S,9,105,2018,31/05/2018,11S,ANC11S,74.9934,-15.97068802,-5.771732207,,,MANMADE,BT69039,BT69487,,COOL,TRUE,TRUE,,,,TRUE
MASPE_2019_C11S,16,5.5,2019,15/05/2019,11S,ANC11S,74.9934,-15.97068802,-5.771732207,,,MANMADE,BT69039,BT69487,,COOL,TRUE,,TRUE,,,TRUE
MASPE_2018_C53S,14,0,2018,31/05/2018,53S,ANC53S,78.5839,-15.97068851,-5.771740003,,,MANMADE,BT69498,BT69488,,COOL,,,TRUE,,,FALSE
MASPE_2018_C100S,41.5,0,2018,31/05/2018,100S,ANC100S,75.2995,-15.97074148,-5.771792584,,,MANMADE,BT69500,BT69489,,COOL,,,TRUE,,,FALSE
MASPE_2019_C55S,25,0,2019,15/05/2019,55S,ANC55S,78.472595,-15.97073822,-5.771775536,,,MANMADE,BT69500,BT69489,,COOL,,,TRUE,,,TRUE
MASPE_2019_C47S,31,10,2019,24/05/2019,47S,ANC47S,74.700699,-15.97073668,-5.771796966,,,MANMADE,BT69051,BT69490,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C47S,14,0,2018,31/05/2018,47S,ANC47S,74.700699,-15.97073668,-5.771796966,,,MANMADE,BT69051,BT69490,,COOL,,,TRUE,,,FALSE
MASPE_2019_C89R,21,0,2019,24/05/2019,89R,ANC89R,35.945061,-15.97026151,-5.772831649,,,MANMADE,BT69503,BT69492,,COOL,,,,,,FALSE
MASPE_2018_C89R,41.5,0,2018,31/05/2018,89R,ANC89R,35.945061,-15.97026151,-5.772831649,,,MANMADE,BT69509,BT69492,,COOL,,,TRUE,,,FALSE
MASPE_2019_C19R,21.5,28.5,2019,15/05/2019,19R,ANC19R,43,-15.97042056,-5.772879781,,,MANMADE,BT68473,BT69493,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C19R,41.5,0,2018,31/05/2018,19R,ANC19R,43,-15.97042056,-5.772879781,,,MANMADE,BT68473,BT69493,,COOL,,,TRUE,,,FALSE
MASPE_2018_C60S,13,1,2018,31/05/2018,60S,ANC60S,71.414619,-15.97070529,-5.77170916,,,MANMADE,BT69481,BT69494,,COOL,TRUE,,TRUE,,,FALSE
MASPE_2018_C09S,14,100,2018,31/05/2018,9S,ANC9S,74.4298,-15.970714,-5.771682,,,MANMADE,BT68128,BT69495,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2019_C01S,16,3.5,2019,15/05/2019,1S,ANC1S,75,-15.97066667,-5.771729865,,,MANMADE,BT68128,BT69496,,COOL,TRUE,,TRUE,,,TRUE
MASPE_2018_C98S,30.75,10.75,2018,31/05/2018,98S,ANC98S,74.726807,-15.97071527,-5.771783222,,,MANMADE,BT67934,BT69499,,COOL,TRUE,,TRUE,,,FALSE
MASPE_2018_C02R,7,34.5,2018,31/05/2018,2R,ANC2R,45.9118,-15.97032942,-5.77280731,,,MANMADE,BT68286,BT69502,,COOL,TRUE,,TRUE,,,FALSE
MASPE_2019_C02R,7,0,2019,15/05/2019,2R,ANC2R,45.9118,-15.97032942,-5.77280731,,,MANMADE,BT68286,BT69502,,COOL,,,TRUE,,,FALSE
MASPE_2018_C90R,41.5,0,2018,31/05/2018,90R,ANC90R,35.405457,-15.97026788,-5.772831609,,,MANMADE,BT69491,BT69503,,COOL,,,TRUE,,,FALSE
MASPE_2019_C17R,10.5,39.5,2019,15/05/2019,17R,ANC17R,42.5167,-15.97041861,-5.772869399,,,MANMADE,BT68315,BT69504,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C08R,41.5,72.5,2018,31/05/2018,8R,ANC8R,42.0464,-15.970422,-5.772872,,,MANMADE,BT69045,BT69505,,COOL,TRUE,,,,,FALSE
MASPE_2018_C76S,14,0,2018,31/05/2018,76S,ANC76S,72.8764,-15.97069521,-5.771647047,,,MANMADE,BT69479,BT69506,,COOL,,,TRUE,,,FALSE
MASPE_2018_C99S,18,0,2018,31/05/2018,99S,ANC99S,74.6698,-15.970708,-5.771721,,,MANMADE,BT69483,BT69507,,COOL,,,TRUE,,,FALSE
MASPE_2019_C03R,35,10,2019,20/05/2019,3R,ANC3R,45.0277,-15.9703301,-5.772796287,,,MANMADE,BT54060,BT69510,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C03R,37.5,0,2018,04/06/2018,3R,ANC3R,45.0277,-15.9703301,-5.772796287,,,MANMADE,BT54060,BT69510,,COOL,,,TRUE,,,FALSE
MASPE_2018_C02S,14,0,2018,31/05/2018,2S,ANC2S,73.4862,-15.97069526,-5.77168915,,,MANMADE,BT69482,BT69511,,COOL,,,TRUE,,,FALSE
MASPE_2018_H91R,57,0,2018,12/11/2018,91R,ANC91R,35.745895,-15.9702702,-5.772843607,,,MANMADE,BT69536,BT69525,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2018_H17R,15.75,1.75,2018,12/11/2018,17R,ANC17R,42.5167,-15.97041861,-5.772869399,,,MANMADE,BT68479,BT69532,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2018_H05S,31.5,66,2018,19/11/2018,5S,ANC5S,73.5226,-15.97069207,-5.771704653,,,MANMADE,BT67692,BT69539,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2018_H62S,15.75,8.75,2018,26/11/2018,62S,ANC62S,70.82852,-15.97068766,-5.771770994,,,MANMADE,BT69540,BT69543,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2018_H99S,17.5,66,2018,03/12/2018,99S,ANC99S,74.6698,-15.970708,-5.771721,,,MANMADE,BT69478,BT69545,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2018_H98S,48.5,0,2018,07/01/2019,98S,ANC98S,74.726807,-15.97071527,-5.771783222,,,MANMADE,BT69544,BT69546,,HOT,,,TRUE,,,FALSE
MASPE_2018_H78S,48.5,0,2018,07/01/2019,78S,ANC78S,72.85615,-15.97067982,-5.771636974,,,MANMADE,BT69031,BT69566,,HOT,,,TRUE,,,FALSE
MASPE_2019_C51S,31,10,2019,24/05/2019,51S,ANC51S,74.727829,-15.9707351,-5.771802857,,,MANMADE,BT69752,BT69751,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2019_C06S,21.5,0,2019,15/05/2019,6S,ANC6S,74.4741,-15.97067447,-5.771731487,,,MANMADE,BT69508,BT69753,,COOL,,,TRUE,EGG BROKEN- PECKED,,FALSE
MASPE_2019_C05S,50,0,2019,15/05/2019,5S,ANC5S,73.5226,-15.97069207,-5.771704653,,,MANMADE,BT69762,BT69754,,COOL,,,TRUE,,,TRUE
MASPE_2019_C05C,40,10,2019,15/05/2019,5C,ANC5C,52.3376,-15.97034254,-5.772462944,,,MANMADE,BT69512,BT69755,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2019_C03C,21.5,28.5,2019,15/05/2019,3C,ANC3C,52.6063,-15.97033262,-5.77242076,,,MANMADE,BT67867,BT69756,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2019_C23R,50,0,2019,15/05/2019,23R,ANC23R,35,-15.97030374,-5.772775404,,,MANMADE,BT69750,BT69757,,COOL,,,TRUE,,,FALSE
MASPE_2019_C09R,14,36,2019,15/05/2019,9R,ANC9R,43,-15.97041659,-5.772885604,,,MANMADE,BT69758,BT69759,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2019_C21R,50,0,2019,15/05/2019,21R,ANC21R,35,-15.97041607,-5.772869816,,,MANMADE,BT68087,BT69761,,COOL,,,TRUE,,,FALSE
MASPE_2019_C38R,35,10,2019,20/05/2019,38R,ANC38R,35,-15.97040667,-5.772863581,,,MANMADE,BT69154,BT69764,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2019_C56S,40,10,2019,15/05/2019,56S,ANC56S,75,-15.97073783,-5.771773132,,,MANMADE,BT69768,BT69150,,COOL,TRUE,TRUE,,,,TRUE
MASPE_2019_C02S,12.5,0,2019,24/05/2019,2S,ANC2S,73.4862,-15.97069526,-5.77168915,,,MANMADE,BT69767,BT69793,,COOL,,,TRUE,EGG ROLLED OUT OF ANC,,FALSE
MASPE_2019_C04R,38,0,2019,27/05/2019,4R,ANC4R,44.4009,-15.97033026,-5.772785315,,,MANMADE,BT69144,BT69795,,COOL,,,TRUE,,,FALSE
MASPE_2016_C03R,10.5,115.5,2016,10/06/2016,3R,ANC3R,45.0277,-15.9703301,-5.772796287,,,MANMADE,BT54060,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C03R,10,0,2017,23/06/2017,3R,ANC3R,45.0277,-15.9703301,-5.772796287,,,MANMADE,BT54060,,,COOL,,,TRUE,,,
MASPE_2017_C05R,31,0,2017,23/06/2017,5R,ANC5R,44.8309,-15.97032191,-5.772785491,,,MANMADE,BT54128,,,COOL,,,TRUE,,,
MASPE_2019_C05R,48,0,2019,15/05/2019,5R,ANC5R,44.8309,-15.97032191,-5.772785491,,,MANMADE,BT54128,,,COOL,,,TRUE,,,FALSE
MASPE_2016_C01R,10.5,10.5,2016,10/06/2016,1R,ANC1R,46.1535,-15.97032318,-5.772801108,,,MANMADE,BT54133,,,COOL,TRUE,,TRUE,,,
MASPE_2016_C01C,10.5,52.5,2016,10/06/2016,1C,ANC1C,51.863,-15.97033176,-5.772452541,,,MANMADE,BT54169,,,COOL,TRUE,TRUE,,,,
MASPE_2018_H48S,48.5,0,2018,07/01/2019,48S,ANC48S,75,-15.97074172,-5.771784992,,,MANMADE,BT54851,,,HOT,,,TRUE,,,FALSE
MASPE_2018_C20R,0,114,2018,31/05/2018,20R,ANC20R,42.2027,-15.97042032,-5.772881489,,,MANMADE,BT61597,,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2017_H17R,1,6,2017,28/11/2017,17R,ANC17R,42.5167,-15.97041861,-5.772869399,,,MANMADE,BT62121,,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2017_C21R,7,58,2017,13/07/2017,21R,ANC21R,35,-15.97041607,-5.772869816,,,MANMADE,BT62311,,,COOL,TRUE,TRUE,,,,
MASPE_2016_H11R,0,54,2016,06/12/2016,11R,ANC11R,42.2853,-15.97040903,-5.772884393,,,MANMADE,BT62678,,,HOT,,,TRUE,,,
MASPE_2016_H04S,12,110,2016,19/12/2016,4S,ANC4S,73.8887,-15.97068588,-5.771697414,,,MANMADE,BT62698,,,HOT,TRUE,TRUE,,,,
MASPE_2016_H03R,18.5,0,2016,06/12/2016,3R,ANC3R,45.0277,-15.9703301,-5.772796287,,,MANMADE,BT67144,,,HOT,,,TRUE,,,
MASPE_2016_H05R,19,6,2016,06/12/2016,5R,ANC5R,44.8309,-15.97032191,-5.772785491,,,MANMADE,BT67310,,,HOT,TRUE,,TRUE,,,
MASPE_2018_H05R,38.5,24.5,2018,12/11/2018,5R,ANC5R,44.8309,-15.97032191,-5.772785491,,,MANMADE,BT67310,,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2014_H03S,1,0,2014,21/12/2014,3S,ANC3S,73.4748,-15.970728,-5.771667,,,MANMADE,BT67685,,,HOT,,,TRUE,,,
MASPE_2016_H01R,25,22.5,2016,06/12/2016,1R,ANC1R,46.1535,-15.97032318,-5.772801108,,,MANMADE,BT67687,,,HOT,TRUE,TRUE,,,,
MASPE_2014_H03R,13,0,2014,09/12/2014,3R,ANC3R,45.0277,-15.9703301,-5.772796287,,,MANMADE,BT67688,,,HOT,,,,,,
MASPE_2016_H05S,25,110,2016,06/12/2016,5S,ANC5S,73.5226,-15.97069207,-5.771704653,,,MANMADE,BT67691,,,HOT,TRUE,TRUE,,,,
MASPE_2014_H07S,10,0,2014,12/12/2014,7S,ANC7S,74.9537,-15.97068715,-5.771708932,,,MANMADE,BT67692,,,HOT,,,TRUE,,,
MASPE_2015_H07S,20.5,20.5,2015,02/12/2015,7S,ANC7S,74.9537,-15.97068715,-5.771708932,,,MANMADE,BT67692,,,HOT,TRUE,TRUE,,,,
MASPE_2016_H02R,6.5,18.5,2016,06/12/2016,2R,ANC2R,45.9118,-15.97032942,-5.77280731,,,MANMADE,BT67698,,,HOT,TRUE,,TRUE,,,
MASPE_2015_C03C,25.5,0,2015,07/06/2015,3C,ANC3C,52.6063,-15.97033262,-5.77242076,,,MANMADE,BT67766,,,COOL,,,TRUE,,,
MASPE_2016_C04C,10.5,115.5,2016,10/06/2016,4C,ANC4C,53.5998,-15.97034608,-5.772410598,,,MANMADE,BT67767,,,COOL,TRUE,TRUE,,,,
MASPE_2015_C04C,59,0,2015,28/07/2015,4C,ANC4C,53.5998,-15.97034608,-5.772410598,,,MANMADE,BT67767,,,COOL,,,TRUE,,,
MASPE_2017_C04C,10,0,2017,23/06/2017,4C,ANC4C,53.5998,-15.97034608,-5.772410598,,,MANMADE,BT67767,,,COOL,,,TRUE,,,
MASPE_2015_C07S,0,27.5,2015,03/06/2015,7S,ANC7S,74.9537,-15.97068715,-5.771708932,,,MANMADE,BT67930,,,COOL,TRUE,TRUE,,,,
MASPE_2015_C03S,27.5,0,2015,03/06/2015,3S,ANC3S,73.4748,-15.970728,-5.771667,,,MANMADE,BT67932,,,COOL,TRUE,,TRUE,,,
MASPE_2015_C10S,29,26,2015,03/06/2015,10S,ANC10S,74.4578,-15.97069445,-5.771759585,,,MANMADE,BT67933,,,COOL,TRUE,TRUE,,,,
MASPE_2015_C12S,29,0,2015,03/06/2015,12S,ANC12S,74.815,-15.97069361,-5.771765377,,,MANMADE,BT67934,,,COOL,,,TRUE,,,
MASPE_2016_C03S,0,52.5,2016,10/06/2016,3S,ANC3S,73.4748,-15.970728,-5.771667,,,MANMADE,BT68127,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C03S,10,97,2017,23/06/2017,3S,ANC3S,73.4748,-15.970728,-5.771667,,,MANMADE,BT68127,,,COOL,TRUE,TRUE,,,,
MASPE_2015_C15S,26,26,2015,06/06/2015,15S,ANC15S,74.9726,-15.970738,-5.771667,,,MANMADE,BT68128,,,COOL,TRUE,TRUE,,,,
MASPE_2016_C15S,0,52.5,2016,10/06/2016,15S,ANC15S,74.9726,-15.970738,-5.771667,,,MANMADE,BT68128,,,COOL,TRUE,TRUE,,,,
MASPE_2015_C11R,25,25,2015,08/06/2015,11R,ANC11R,42.2853,-15.97040903,-5.772884393,,,MANMADE,BT68284,,,COOL,TRUE,TRUE,,,,
MASPE_2015_C17R,25,25,2015,08/06/2015,17R,ANC17R,42.5167,-15.97041861,-5.772869399,,,MANMADE,BT68285,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C17R,11,0,2017,13/07/2017,17R,ANC17R,42.5167,-15.97041861,-5.772869399,,,MANMADE,BT68285,,,COOL,,,TRUE,,,
MASPE_2016_C06R,10.5,115.5,2016,10/06/2016,6R,ANC6R,44.6347,-15.97032647,-5.772777019,,,MANMADE,BT68287,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C80S,31,76,2017,23/06/2017,80S,ANC80S,63.768867,-15.97074792,-5.771653788,,,MANMADE,BT68297,,,COOL,TRUE,TRUE,,,,
MASPE_2015_H17R,1.5,0,2015,23/11/2015,17R,ANC17R,42.5167,-15.97041861,-5.772869399,,,MANMADE,BT68479,,,HOT,,,TRUE,,,
MASPE_2018_H43S,12.5,0,2018,11/01/2019,43S,ANC43S,75,-15.97069493,-5.771720212,,,MANMADE,BT68518,,,HOT,,,TRUE,,,
MASPE_2017_H02C,81.5,0,2017,04/12/2017,2C,ANC2C,52,-15.97034095,-5.772435188,,,MANMADE,BT68519,,,HOT,,,TRUE,,,FALSE
MASPE_2016_H04C,42,0,2016,06/12/2016,4C,ANC4C,53.5998,-15.97034608,-5.772410598,,,MANMADE,BT68948,,,HOT,,,TRUE,,,
MASPE_2016_H20R,25,22.5,2016,06/12/2016,20R,ANC20R,42.2027,-15.97042032,-5.772881489,,,MANMADE,BT68984,,,HOT,TRUE,,TRUE,,,
