NEST_ID,HATCHING EXPOSURE,FLEDGING EXPOSURE,Year_Nest,Date_FirstMarked,NestMarker,WaypointCode,Elevation_metres,Latitude_WGS84,Longitude_WGS84,ASTRODOS_UTM_E,ASTRODOS_UTM_N,TYPE,PARENT 1m,PARENT 2f,PARENT3,SEASON,HATCHED,fledged,failed,cause of failure,nested before,tracked?
MASPE_2006_C2174,46.5,60,2006,29/05/2006,636,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2175,14.5,0,2006,29/05/2006,637,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2176,14.5,64.5,2006,29/05/2006,638,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2177,14.5,0,2006,29/05/2006,639,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2178,14.5,64.5,2006,29/05/2006,640,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2179,46.5,32.5,2006,29/05/2006,641,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2180,14.5,32,2006,29/05/2006,642,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2181,14.5,0,2006,29/05/2006,643,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2182,14.5,0,2006,29/05/2006,644,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2183,46.5,0,2006,29/05/2006,645,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2184,14.5,0,2006,29/05/2006,646,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2185,46.5,0,2006,29/05/2006,647,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2186,14.5,0,2006,29/05/2006,648,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2187,14.5,47,2006,29/05/2006,649,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2188,14.5,64.5,2006,29/05/2006,650,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2189,14.5,64.5,2006,29/05/2006,651,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2190,37.75,8.75,2006,29/05/2006,652,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2006_C2191,14.5,32,2006,29/05/2006,653,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2192,14.5,64.5,2006,29/05/2006,654,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2193,14.5,64.5,2006,29/05/2006,655,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2194,14.5,0,2006,29/05/2006,656,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2195,14.5,32,2006,29/05/2006,657,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2196,46.5,0,2006,29/05/2006,658,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2197,14.5,64.5,2006,29/05/2006,659,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2198,17.5,0,2006,27/06/2006,660,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2199,8.75,8.75,2006,27/06/2006,661,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2006_C2201,17.5,60,2006,27/06/2006,663,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2202,50,0,2006,27/06/2006,664,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2203,17.5,32.5,2006,27/06/2006,665,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2204,17.5,0,2006,27/06/2006,666,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2205,17.5,0,2006,27/06/2006,667,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2206,17.5,0,2006,27/06/2006,668,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2005_H4005,0,14,2005,28/03/2006,609,E4,,,,202800,8232825,NATURAL,,,,HOT,TRUE,,TRUE,,,
MASPE_2005_H426,19,0,2005,20/12/2005,426,E3,,,,202714,8232887,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2005_H493,19,0,2005,20/12/2005,493,E3,,,,202714,8232887,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2005_H494,19,0,2005,20/12/2005,494,E3,,,,202714,8232887,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2005_H495,9.5,9.5,2005,20/12/2005,495,E3,,,,202714,8232887,NATURAL,,,,HOT,TRUE,,TRUE,,,
MASPE_2005_H533,35,0,2005,20/12/2005,533,E4,,,,202800,8232825,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2006_H12705,18.5,0,2006,23/01/2007,297,PI,,,,202405,8232507,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2006_H2391,28.5,0,2006,25/10/2006,711,E3,,,,202714,8232887,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2006_H2392,28.5,0,2006,25/10/2006,712,E3,,,,202714,8232887,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2006_H2407,28.5,0,2006,25/10/2006,721,E4,,,,202800,8232825,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2006_H2409,0,18,2006,25/10/2006,723,E4,,,,202800,8232825,NATURAL,,,,HOT,TRUE,TRUE,,,,
MASPE_2006_H2486,10.5,0,2006,30/11/2006,812,E2,,,,202655,8232836,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2006_H2508,10.5,0,2006,30/11/2006,835,E3,,,,202714,8232887,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2006_H2533,72.5,0,2006,30/11/2006,859,E4,,,,202800,8232825,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2006_C2207,17.5,0,2006,27/06/2006,669,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2208,17.5,0,2006,27/06/2006,670,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2209,50,0,2006,27/06/2006,671,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2210,17.5,0,2006,27/06/2006,672,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2211,17.5,0,2006,27/06/2006,673,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2213,17.5,0,2006,27/06/2006,675,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2214,17.5,0,2006,27/06/2006,676,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2215,17.5,0,2006,27/06/2006,677,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2216,77.5,0,2006,27/06/2006,678,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2217,17.5,32.5,2006,27/06/2006,679,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2218,0,17.5,2006,27/06/2006,680,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2006_C2219,17.5,0,2006,27/06/2006,681,E3,,,,202714,8232887,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2220,17.5,45,2006,27/06/2006,682,E3,,,,202714,8232887,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2221,17.5,87.5,2006,27/06/2006,683,E3,,,,202714,8232887,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2222,32.5,0,2006,27/06/2006,684,E1,,,,202650,8232895,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2370,0,15,2006,01/08/2006,687,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2006_C2371,0,15,2006,01/08/2006,688,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2006_C2373,15,55,2006,01/08/2006,690,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2374,0,15,2006,01/08/2006,691,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2006_C2375,0,15,2006,01/08/2006,692,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2006_C2376,0,42.5,2006,01/08/2006,693,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2006_C2377,15,0,2006,01/08/2006,694,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_C2378,0,15,2006,01/08/2006,695,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2006_C2379,0,15,2006,01/08/2006,696,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2007_C12717,14,0,2007,30/05/2007,309,PI,,,,202405,8232507,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C12718,14,0,2007,30/05/2007,310,PI,,,,202405,8232507,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C12719,14,0,2007,30/05/2007,311,PI,,,,202405,8232507,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2786,49,34.5,2007,25/04/2007,1061,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2007_C2787,49,55,2007,25/04/2007,1062,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2007_C2788,17.5,0,2007,25/04/2007,1063,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2789,17.5,0,2007,25/04/2007,1064,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2790,48.5,0,2007,30/05/2007,1065,E3,,,,202714,8232887,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2791,14,0,2007,30/05/2007,1066,E3,,,,202714,8232887,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2792,48.5,0,2007,30/05/2007,1067,E3,,,,202714,8232887,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2793,14,34.5,2007,30/05/2007,1068,E3,,,,202714,8232887,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2007_C2795,14,0,2007,30/05/2007,1070,E3,,,,202714,8232887,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2796,7,7,2007,30/05/2007,1071,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2007_C2797,14,0,2007,30/05/2007,1072,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2798,48.5,0,2007,30/05/2007,1073,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2799,14,0,2007,30/05/2007,1074,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2800,14,0,2007,30/05/2007,1075,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2801,0,14,2007,30/05/2007,1076,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,,TRUE,,,
MASPE_2007_C2802,14,0,2007,30/05/2007,1077,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2803,14,0,2007,30/05/2007,1078,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2804,48.5,0,2007,30/05/2007,1079,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2805,48.5,0,2007,30/05/2007,1080,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2806,48.5,0,2007,30/05/2007,1081,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2807,14,0,2007,30/05/2007,1082,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2808,14,0,2007,30/05/2007,1083,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_H2536,10.5,27,2006,30/11/2006,862,E4,,,,202800,8232825,NATURAL,,,,HOT,TRUE,,TRUE,,,
MASPE_2007_C2809,20.5,0,2007,27/06/2007,1084,E1,,,,202650,8232895,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2810,20.5,0,2007,27/06/2007,1085,E1,,,,202650,8232895,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2812,0,41,2007,27/06/2007,1087,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2007_C2813,20.5,0,2007,27/06/2007,1088,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2814,0,41,2007,27/06/2007,1089,E4,,,,202800,8232825,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2007_C2815,20.5,0,2007,27/06/2007,1090,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2816,41,0,2007,27/06/2007,1091,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2817,20.5,0,2007,27/06/2007,1092,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2007_C2818,20.5,0,2007,27/06/2007,1093,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2006_H2757,18.5,0,2006,23/01/2007,1050,E2,,,,202655,8232836,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2006_H2775,18.5,0,2006,23/01/2007,1059,E4,,,,202800,8232825,NATURAL,,,,HOT,,,TRUE,,,
MASPE_2007_C2819,20.5,0,2007,27/06/2007,1094,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2010_C1319,46,0,2010,27/07/2010,1319,E3,,,,202714,8232887,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2010_C13306,84.5,0,2010,11/05/2010,375,PI,,,,202405,8232507,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2010_C3154,38.5,0,2010,11/05/2010,1294,E1,,,,202650,8232895,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2010_C3155,38.5,0,2010,11/05/2010,1295,E1,,,,202650,8232895,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2010_C3156,38.5,0,2010,11/05/2010,1296,E2,,,,202655,8232836,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2010_C3157,38.5,84.5,2010,11/05/2010,1297,E3,,,,202714,8232887,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2010_C3158,38.5,0,2010,11/05/2010,1298,E3,,,,202714,8232887,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2010_C3159,38.5,84.5,2010,11/05/2010,1299,E3,,,,202714,8232887,NATURAL,,,,COOL,TRUE,TRUE,,,,
MASPE_2010_C3160,38.5,0,2010,11/05/2010,1300,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2010_C3161,38.5,0,2010,11/05/2010,1301,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2010_C3162,38.5,0,2010,11/05/2010,1302,E4,,,,202800,8232825,NATURAL,,,,COOL,,,TRUE,,,
MASPE_2014_H05R,21.5,21.5,2014,23/12/2014,5R,ANC5R,44.8309,-15.97032191,-5.772785491,,,MANMADE,,,,HOT,TRUE,TRUE,,,,
MASPE_2014_H06R,1,0,2014,19/12/2014,6R,ANC6R,44.6347,-15.97032647,-5.772777019,,,MANMADE,,,,HOT,,,TRUE,,,
MASPE_2016_C03C,0,52.5,2016,10/06/2016,3C,ANC3C,52.6063,-15.97033262,-5.77242076,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2016_C07S,0,31.5,2016,10/06/2016,7S,ANC7S,74.9537,-15.97068715,-5.771708932,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2016_C11R,0,31.5,2016,01/07/2016,11R,ANC11R,42.2853,-15.97040903,-5.772884393,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C01C,0,49,2017,23/06/2017,1C,ANC1C,51.863,-15.97033176,-5.772452541,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C02R,0,49,2017,23/06/2017,2R,ANC2R,45.9118,-15.97032942,-5.77280731,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C04S,0,31,2017,23/06/2017,4S,ANC4S,73.8887,-15.97068588,-5.771697414,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C06R,0,49,2017,23/06/2017,6R,ANC6R,44.6347,-15.97032647,-5.772777019,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C07S,0,31,2017,23/06/2017,7S,ANC7S,74.9537,-15.97068715,-5.771708932,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C10S,0,49,2017,23/06/2017,10S,ANC10S,74.4578,-15.97069445,-5.771759585,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C11S,0,49,2017,23/06/2017,17S,ANC11S,74.9934,-15.97068802,-5.771732207,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C12R,0,49,2017,23/06/2017,12R,ANC12R,42.4154,-15.97041068,-5.77287906,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C14S,0,31,2017,23/06/2017,14S,ANC14S,75.0105,-15.97071201,-5.771758751,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2016_H06S,47.5,0,2016,06/12/2016,6S,ANC6S,74.4741,-15.97067447,-5.771731487,,,MANMADE,,,,HOT,TRUE,,TRUE,,,
MASPE_2016_H104S,25,0,2016,06/12/2016,104S,ANC104S,77.786324,-15.97074517,-5.771800403,,,MANMADE,,,,HOT,,,TRUE,,,
MASPE_2016_H17R,6.5,47.5,2016,06/12/2016,17R,ANC17R,42.5167,-15.97041861,-5.772869399,,,MANMADE,,,,HOT,TRUE,TRUE,,,,
MASPE_2016_H89R,6.5,0,2016,02/02/2017,89R,ANC89R,35.945061,-15.97026151,-5.772831649,,,MANMADE,,,,HOT,,,TRUE,,,
MASPE_2017_C15S,0,49,2017,23/06/2017,15S,ANC15S,74.9726,-15.970738,-5.771667,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C20R,0,49,2017,23/06/2017,20R,ANC20R,42.2027,-15.97042032,-5.772881489,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C47S,0,107,2017,23/06/2017,47S,ANC47S,74.700699,-15.97073668,-5.771796966,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C95S,0,31,2017,23/06/2017,95S,ANC95S,75.265594,-15.97070944,-5.771726772,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_C98S,0,49,2017,23/06/2017,98S,ANC98S,74.726807,-15.97071527,-5.771783222,,,MANMADE,,,,COOL,TRUE,TRUE,,,,
MASPE_2017_H16R,1,0,2017,02/12/2017,16R,ANC16R,43.4495,-15.970412,-5.772872,,,MANMADE,,,,HOT,,,TRUE,,,FALSE
MASPE_2017_H19R,2,0,2017,04/01/2018,19R,ANC19R,43,-15.97042056,-5.772879781,,,MANMADE,,,,HOT,,,TRUE,,,FALSE
MASPE_2017_H72S,50.5,0,2017,04/01/2018,72S,ANC72S,74.3434299,-15.97069913,-5.771570384,,,MANMADE,,,,HOT,,,UNKNOWN,,,FALSE
MASPE_2017_C06S,10,0,2017,23/06/2017,6S,ANC6S,74.4741,-15.97067447,-5.771731487,,,MANMADE,,,,COOL,,,TRUE,,,
MASPE_2017_C08R,11,0,2017,13/07/2017,8R,ANC8R,42.0464,-15.970422,-5.772872,,,MANMADE,,,,COOL,,,TRUE,,,
MASPE_2017_C15R,31,0,2017,23/06/2017,15R,ANC15R,42.4851,-15.97041273,-5.772878357,,,MANMADE,,,,COOL,,,TRUE,,,
MASPE_2018_H03C,17.5,0,2018,03/12/2018,3C,ANC3C,52.6063,-15.97033262,-5.77242076,,,MANMADE,,,,HOT,,,TRUE,,,FALSE
MASPE_2018_H69S,15.5,0,2018,14/11/2018,69S,ANC69S,72.5768885,-15.97069689,-5.77166887,,,MANMADE,,,,HOT,,,TRUE,,,FALSE
MASPE_2018_H90R,1,0,2018,15/01/2019,90R,ANC90R,35.405457,-15.97026788,-5.772831609,,,MANMADE,,,,HOT,,,TRUE,,,FALSE
MASPE_2018_C101S,1,0,2018,06/06/2018,101S,ANC101S,75.127144,-15.97074097,-5.771795247,,,MANMADE,,,,COOL,,,TRUE,,,FALSE
MASPE_2018_C14R,51,0,2018,02/08/2018,14R,ANC14R,43.4422,-15.97041379,-5.77287479,,,MANMADE,,,,COOL,,,TRUE,,,FALSE
MASPE_2018_C52S,31.5,0,2018,10/06/2018,52S,ANC52S,78.625443,-15.97067954,-5.771740497,,,MANMADE,,,,COOL,,,TRUE,,,FALSE
MASPE_2019_C68S,45,0,2019,20/05/2019,68S,ANC68S,71.592147,-15.97071424,-5.77174973,,,MANMADE,,,,COOL,,,TRUE,,,FALSE
MASPE_2019_C70S,14,0,2019,15/05/2019,70S,ANC70S,71.9272,-15.97069633,-5.771677544,,,MANMADE,,,,COOL,,,TRUE,EGG ABANDONED,,FALSE
MASPE_2019_C85S,2,0,2019,20/05/2019,85S,ANC85S,69.417564,-15.97075618,-5.771637705,,,MANMADE,,,,COOL,,,TRUE,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
